loan_id,risk_band,predicted_default_proba,proba_pctile_in_band,principal,loan_type_clean,state
L21562-785032,Low,0.08468409219067458,0.9767223360725495,54209.1,home_equity,MP
L58240-307594,Low,0.08467924255556382,0.9767155277473294,83534.77,credit_line,PW
L76848-937272,Low,0.08467622340699346,0.9767087194221094,102553.78,credit_line,WY
L58212-559273,Low,0.0846760554606943,0.9767019110968893,71624.29,home_equity,OR
L42576-93352,Low,0.08467141868631098,0.9766951027716692,61448.21,credit_line,MO
L15381-664870,Low,0.08466786291565448,0.9766882944464491,82198.14,credit_line,GA
L68025-319407,Low,0.08466510390326881,0.9766814861212291,79321.01,home_equity,ca
L91451-550127,Low,0.08466495490842016,0.9766746777960089,81797.92,credit_line,WI
L46231-338578,Low,0.08466430890334982,0.9766678694707889,76134.99,credit_line,MI
L69821-590664,Low,0.08466110387275094,0.9766610611455688,111563.97,home_equity,WY
L60548-859099,Low,0.08466020470844217,0.9766542528203487,76734.58,home_equity,MH
L89577-33273,Low,0.08465544290752383,0.9766474444951286,55901.99,credit_line,ID
L604-212398,Low,0.08465272731832126,0.9766406361699086,70072.86,small_business,DC
L54697-232721,Low,0.08464966617095593,0.9766338278446884,58531.38,home_equity,HI
L21017-350185,Low,0.08464962527938555,0.9766270195194684,57525.38,credit_line,MH
L68668-409714,Low,0.08464909523120732,0.9766202111942484,61330.28,home_equity,HI
L794-589988,Low,0.08464534689954353,0.9766134028690282,61211.16,home_equity,GU
L95549-256024,Low,0.08464509400538006,0.9766065945438082,60399.34,credit_line,vi
L43514-315457,Low,0.08464427360699521,0.9765997862185881,35915.11,credit_line,ID 
L77992-621263,Low,0.0846331811575343,0.976592977893368,55081.54,home_equity,AZ
L45130-217317,Low,0.08462569015317664,0.9765861695681479,76810.59,credit_line,sd
L32238-712150,Low,0.08461951482572547,0.9765793612429279,70159.9,home_equity,AK
L25858-127895,Low,0.08461771643529564,0.9765725529177077,59905.4,home_equity,MN
L26035-876786,Low,0.08461525965752684,0.9765623404298777,59464.37,credit_line,me
L26035-876786,Low,0.08461525965752684,0.9765623404298777,59464.37,credit_line,me
L16490-536638,Low,0.08461361794534686,0.9765521279420475,74712.96,home_equity,NY
L91775-798407,Low,0.08461275793306265,0.9765453196168274,68387.75,credit_line,AZ
L69099-635621,Low,0.08460970829792991,0.9765385112916074,72532.85,home_equity,NE
L18548-145093,Low,0.08460880222958074,0.9765317029663872,58225.39,credit_line,PW
L31163-182089,Low,0.08460181044209737,0.9765248946411672,66939.8,home_equity,al
L77145-368426,Low,0.08460133461737086,0.9765180863159472,0.0,credit_line,IL
L55936-522436,Low,0.08459168640355293,0.976511277990727,67299.91,home_equity,AK
L37581-102769,Low,0.08458553615734464,0.976504469665507,65670.94,credit_line,NV
L97847-190119,Low,0.0845842556307405,0.9764976613402869,61440.46,home_equity,MN
L25598-884123,Low,0.08458399101830627,0.9764908530150668,77590.57,credit_line,FL
L67434-935832,Low,0.08457859670086598,0.9764840446898467,79051.96,credit_line,ME
L38304-525805,Low,0.08457845520635673,0.9764772363646267,53190.33,credit_line,TX
L81129-509915,Low,0.08457706290542212,0.9764704280394065,70708.35,home_equity,PR
L38555-639291,Low,0.08457615846231618,0.9764636197141865,74099.27,auto,WA
L46906-510848,Low,0.08457572340967155,0.9764568113889665,51262.95,home_equity, NH
L67168-673220,Low,0.08456507178530068,0.9764500030637463,75119.28,home_equity,SD
L75525-381515,Low,0.08456411652604647,0.9764431947385263,55384.76,credit_line,MI
L5511-885602,Low,0.08456001392316685,0.9764363864133062,60492.02,credit_line,PR
L31385-541192,Low,0.08455865446881285,0.9764295780880861,83950.14,home_equity,KY
L19470-466431,Low,0.08455135757726957,0.976422769762866,77418.48,home_equity,MO
L77333-881189,Low,0.08454741731494353,0.976415961437646,0.0,credit_line,AZ
L43856-375661,Low,0.08454606620803179,0.9764091531124258,58722.75,home_equity,AR
L41713-482173,Low,0.0845445164798885,0.9764023447872058,84856.25,home_equity,MP
L18342-777347,Low,0.08454173259419369,0.9763955364619857,78472.25,credit_line,UT
L68985-960415,Low,0.08454126195681244,0.9763887281367656,72024.83,credit_line,AZ
L85920-140205,Low,0.08454044954827938,0.9763819198115455,76948.28,home_equity,MP
L68891-472128,Low,0.0845403434689327,0.9763751114863255,63027.33,home_equity,MO
L75379-75760,Low,0.08453106346058896,0.9763683031611053,66368.64,home_equity,MI
L7305-555873,Low,0.08452938382248489,0.9763614948358853,104406.02,credit_line,ME
L16844-71928,Low,0.0845263326953011,0.9763546865106653,65856.31,home_equity,HI
L69654-578138,Low,0.08452494489174514,0.9763478781854452,0.0,auto,OH
L74447-420905,Low,0.08452406462313299,0.9763410698602251,75420.36,home_equity,UT
L43959-595592,Low,0.08452135700518547,0.976334261535005,65529.34,credit_line,PA
L52104-68056,Low,0.08450242791098896,0.976327453209785,63501.85,credit_line,GA
L21736-84127,Low,0.08449353914637107,0.9763206448845648,51620.57,home_equity,GA
L74079-503225,Low,0.0844878063396852,0.9763138365593448,75538.08,credit_line,FL
L37606-82468,Low,0.08445946470177082,0.9763070282341247,71609.7,home_equity,WY
L6531-952298,Low,0.08445564286915871,0.9763002199089046,66962.51,home_equity,IA
L18804-823398,Low,0.08445516091947175,0.9762934115836845,55508.42,small_business,NM
L63093-956308,Low,0.08445480459880293,0.9762866032584645,72449.34,home_equity,OK
L70398-140312,Low,0.08444960511645866,0.9762797949332443,64804.36,credit_line,MT
L99070-532426,Low,0.08444685436595455,0.9762729866080243,55388.96,credit_line,ID
L35356-205731,Low,0.08444302085132918,0.9762661782828043,45900.44,credit_line,AZ
L87629-641739,Low,0.08443973075705422,0.9762593699575841,73685.21,home_equity,DC
L73751-976799,Low,0.08443902349539396,0.9762525616323641,44749.48,small_business,PA
L74506-504427,Low,0.08443561042450382,0.976245753307144,69617.4,home_equity,HI
L3969-481263,Low,0.0844344866313534,0.9762389449819239,67985.63,credit_line,WV
L95884-889626,Low,0.08443259458080349,0.9762321366567038,73520.51,credit_line,AZ
L77433-448504,Low,0.08442612556950901,0.9762253283314838,75974.94,auto,VA
L27967-429901,Low,0.0844227059844118,0.9762185200062636,61184.98,home_equity,ME
L73754-289733,Low,0.08441822929647225,0.9762117116810436,63359.09,credit_line,VT 
L16679-579489,Low,0.08441736464603634,0.9762049033558236,56995.8,home_equity,MT
L20077-449885,Low,0.08441540331312332,0.9761980950306034,53201.87,credit_line,ME
L1051-511206,Low,0.08440736996894632,0.9761912867053834,51270.49,home_equity,MP
L32473-451545,Low,0.08440433681911147,0.9761844783801633,79939.79,home_equity,AL
L7439-129643,Low,0.08440082354147412,0.9761776700549432,73658.86,home_equity,GU
L45697-612476,Low,0.08439569704643488,0.9761708617297231,79849.06,home_equity,PR
L26580-299039,Low,0.08438583985837766,0.9761640534045031,86537.53,home_equity,WY
L86674-936051,Low,0.08437509287233624,0.9761538409166729,71023.4,auto,NM
L86674-936051,Low,0.08437509287233624,0.9761538409166729,71023.4,auto,NM
L96113-573076,Low,0.08437284406181764,0.9761436284288428,63025.96,auto,PR
L578-919338,Low,0.08437026121212476,0.9761368201036227,92493.04,home_equity,RI
L61225-970658,Low,0.08436048440278789,0.9761300117784026,76813.57,home_equity,NC
L59366-59560,Low,0.08435941724971009,0.9761232034531826,71629.7,auto,IA
L30887-921846,Low,0.08435198501088637,0.9761163951279624,89180.31,credit_line,TX
L91186-363069,Low,0.0843502312277816,0.9761095868027424,83082.67,small_business,FL
L53360-61605,Low,0.08434479429549452,0.9761027784775224,61139.24,home_equity,OR
L63012-478462,Low,0.08434232696807617,0.9760959701523022,75075.29,auto,PA
L51963-785630,Low,0.0843408070635612,0.9760891618270822,42276.81,credit_line, PA
L98190-171492,Low,0.08433769693206662,0.9760823535018621,48984.66,credit_line,MO
L33380-126594,Low,0.08433137833286286,0.976075545176642,70315.53,credit_line,GA
L51385-140376,Low,0.0843280485171036,0.9760687368514219,81048.71,home_equity,ME
L82049-596236,Low,0.08432519226819235,0.9760619285262019,82198.14,home_equity,WV
L51115-941977,Low,0.08432513271789688,0.9760551202009817,72318.03,credit_line,hi
L96733-639172,Low,0.0843250946997831,0.9760483118757617,73657.57,credit_line,DC
L11998-983872,Low,0.08432252699596272,0.9760415035505416,69917.53,home_equity,HI
L62898-676665,Low,0.08431927093252678,0.9760346952253215,69834.54,auto,ND
L10660-780487,Low,0.08431756558217281,0.9760278869001014,84152.05,unknown,CA
L47349-236461,Low,0.08430879517363414,0.9760210785748814,52651.18,home_equity,RI
L19685-641063,Low,0.0843076481551716,0.9760142702496613,75828.76,home_equity,OH
L7628-551722,Low,0.08430695844265675,0.9760074619244412,59390.9,home_equity, AK
L23781-733250,Low,0.08430690849248436,0.9760006535992212,66785.91,credit_line,UT
L92065-342471,Low,0.08430209334644108,0.975993845274001,68727.92,home_equity,MS
L27207-832061,Low,0.08429720474117969,0.975987036948781,82957.2,home_equity,GA
L39761-562798,Low,0.08429683710343,0.9759802286235609,101357.79,credit_line,MD
L19778-937310,Low,0.08429157338512133,0.9759734202983408,71207.62,home_equity,MP
L1818-916728,Low,0.08428845546087255,0.9759666119731207,89665.37,credit_line,IL
L18098-293505,Low,0.08428304395012519,0.9759598036479007,75067.56,credit_line,WV
L80500-274184,Low,0.08427270755312906,0.9759529953226805,55339.8,home_equity,NV
L89435-629613,Low,0.08427083409278487,0.9759461869974605,81594.3,credit_line,WY
L13303-232007,Low,0.08426241616441695,0.9759393786722405,73764.57,credit_line,NE
L99052-640573,Low,0.08425906210589006,0.9759325703470203,59387.62,home_equity,AS
L78752-882537,Low,0.08425586099982225,0.9759257620218003,77546.79,credit_line,AK
L3621-304650,Low,0.08424800580322211,0.9759189536965802,67381.95,small_business,ME
L31834-531592,Low,0.08424791722635831,0.9759121453713601,51153.21,home_equity,wa
L5999-702243,Low,0.08424712690860751,0.97590533704614,67968.24,credit_line,RI
L93384-326109,Low,0.0842459824425268,0.97589852872092,78757.84,credit_line,MN
L26085-60860,Low,0.08424399253941094,0.9758917203956998,71517.75,home_equity,VT
L55452-754500,Low,0.084243511406093,0.9758849120704798,74676.74,credit_line,MS
L68227-793124,Low,0.08423869508880964,0.9758781037452597,57119.3,credit_line,ME
L21265-775491,Low,0.08423650172996588,0.9758712954200396,64686.39,credit_line,SD
L84919-79610,Low,0.08423133829487423,0.9758644870948195,67805.74,credit_line,NC
L21961-270463,Low,0.08422856984852105,0.9758576787695995,45519.94,home_equity,OR
L48720-301887,Low,0.08422780609163283,0.9758508704443793,73106.21,home_equity,MS
L71862-133563,Low,0.08422696068757464,0.9758440621191593,69176.7,student,PR
L96564-976851,Low,0.08421996278061777,0.9758372537939393,80447.02,credit_line,CA
L99244-333828,Low,0.08421865494035424,0.9758304454687191,72651.13,home_equity,KS
L96611-912735,Low,0.08421103495603952,0.9758236371434991,63461.35,home_equity,MH
L8876-837278,Low,0.0842094348736686,0.975816828818279,68846.12,small_business,MO
L74878-545200,Low,0.08419133134482559,0.9758100204930589,95017.31,home_equity,MH
L87480-777189,Low,0.08418092061270825,0.9758032121678388,62523.71,credit_line,DE
L15489-840041,Low,0.08417533164495708,0.9757964038426188,72059.96,credit_line,RI 
L11392-16890,Low,0.0841714696111758,0.9757895955173986,61158.64,credit_line,PW
L1356-163506,Low,0.08416843872021387,0.9757827871921786,69111.8,home_equity,PR
L14042-218116,Low,0.0841663957029602,0.9757759788669585,76121.29,credit_line,Nc
L15413-344268,Low,0.08416523682574412,0.9757691705417384,57959.11,credit_line,NE
L84830-525263,Low,0.08415441984880044,0.9757623622165184,64533.73,home_equity,MN
L24316-682139,Low,0.08415319488125654,0.9757555538912983,91346.11,home_equity,ID
L44567-241528,Low,0.08415273505127031,0.9757487455660782,48149.76,credit_line, WY
L42006-381630,Low,0.08415187627967725,0.9757419372408581,72095.09,auto,IN
L48220-638029,Low,0.08415085982888255,0.9757351289156381,81628.95,home_equity,WI
L90141-491455,Low,0.08414451489026596,0.9757283205904179,108009.46,small_business,wv
L12400-739026,Low,0.08414259278340681,0.9757215122651979,70430.72,credit_line,WI
L35821-596984,Low,0.08413908861400071,0.9757147039399778,58666.58,home_equity,NJ
L50703-706375,Low,0.08413855481416505,0.9757078956147577,70489.66,home_equity, FM
L79449-866920,Low,0.08413803220873144,0.9757010872895376,73504.63,credit_line,MP
L21218-626369,Low,0.084130428958096,0.9756942789643176,60690.45,credit_line,TN
L97267-811848,Low,0.08412347779414618,0.9756874706390974,57368.71,home_equity,KS
L5156-251917,Low,0.08411845594672838,0.9756806623138774,61457.96,home_equity,AR
L97419-623445,Low,0.08411397221993308,0.9756738539886574,59443.25,auto,WY
L8045-520146,Low,0.08411160435340488,0.9756670456634372,58824.8,credit_line,NC
L69458-173634,Low,0.08409993147287667,0.9756602373382172,73523.15,credit_line,WA
L27419-275026,Low,0.08409720803284505,0.9756534290129971,64636.24,credit_line,MT
L16217-717521,Low,0.08409435627124161,0.975646620687777,51405.53,credit_line,VA
L68622-240812,Low,0.08408488313988888,0.9756398123625569,73370.65,credit_line,OR
L43367-113671,Low,0.08408471937959526,0.9756330040373369,98629.05,small_business,SC
L91917-271997,Low,0.08407719338735647,0.9756261957121167,70134.9,home_equity,ME
L27030-437203,Low,0.08407181735441123,0.9756193873868967,77180.2,home_equity,HI
L14437-574314,Low,0.08407108266283311,0.9756125790616766,60750.57,home_equity,MN
L88488-20033,Low,0.08406779271883995,0.9756057707364565,41166.42,home_equity,AR
L58907-606597,Low,0.08406354312253202,0.9755989624112364,66076.23,home_equity,NE
L92053-40149,Low,0.08406197643195469,0.9755921540860164,66724.55,credit_line,TX
L50337-180410,Low,0.08406010035313406,0.9755853457607963,66239.26,home_equity,RI
L11834-330641,Low,0.08405653191463366,0.9755785374355762,68434.84,home_equity,NV
L64757-973028,Low,0.08405505049689654,0.9755717291103562,70720.23,home_equity,ID
L58786-713504,Low,0.08405063805799674,0.975564920785136,82198.14,credit_line,NC
L45693-467168,Low,0.08404607927143441,0.975558112459916,46761.78,credit_line,DE
L27671-717611,Low,0.08404563680012753,0.9755513041346959,95845.78,credit_line,
L58955-794235,Low,0.0840450715095304,0.9755444958094758,84391.28,credit_line,MS
L38079-11057,Low,0.0840305214267014,0.9755376874842557,0.0,credit_line,PW
L71392-512266,Low,0.08402267676496067,0.9755308791590357,59540.54,home_equity,WY
L90265-496399,Low,0.08402229573792289,0.9755240708338155,76136.56,small_business,FL 
L24623-803571,Low,0.08402220340376956,0.9755172625085955,76994.24,home_equity,MP
L78662-963647,Low,0.08401625220959782,0.9755104541833755,47426.52,credit_line,MD
L88937-440851,Low,0.08401261685582524,0.9755036458581553,78588.58,credit_line,MI
L62814-763732,Low,0.08401241519334207,0.9754968375329353,68542.47,credit_line,MP
L23086-245890,Low,0.08400889202659972,0.9754900292077152,73666.73,credit_line,Pa
L36760-730973,Low,0.0839943963600008,0.9754832208824951,61644.12,home_equity,AR
L40997-326580,Low,0.0839930540678003,0.975476412557275,71602.84,home_equity, PA
L53922-870828,Low,0.08399243639966526,0.975469604232055,83975.02,credit_line,NJ
L23930-767318,Low,0.08397554507215825,0.9754627959068348,49877.35,credit_line,MS
L2426-639386,Low,0.08396839955973456,0.9754559875816148,54244.49,credit_line,
L70194-556454,Low,0.0839664561497033,0.9754457750937847,63017.8,home_equity,AK
L70194-556454,Low,0.0839664561497033,0.9754457750937847,63017.8,home_equity,AK
L51503-710541,Low,0.08396439208895048,0.9754355626059545,76263.05,home_equity,DC
L67551-174543,Low,0.08396301095904989,0.9754287542807345,54807.9,home_equity,IL
L39000-714002,Low,0.08395169396079001,0.9754219459555145,83068.54,home_equity,OK
L30996-66093,Low,0.08394882071323584,0.9754151376302943,51189.41,auto,CA
L36926-280041,Low,0.08394551651109738,0.9754083293050743,56830.31,credit_line,WV
L50224-162912,Low,0.08394328448858816,0.9754015209798542,82198.14,small_business,MH
L41352-599956,Low,0.08394142743889929,0.9753947126546341,77319.04,credit_line,IA
L90124-526490,Low,0.0839376764103323,0.975387904329414,74248.97,credit_line,VA
L99392-580514,Low,0.08393213459987062,0.975381096004194,54319.88,small_business,AS
L1480-583994,Low,0.08392753566940589,0.9753742876789738,78332.07,credit_line,ME
L48088-112839,Low,0.08391791794588155,0.9753674793537538,79871.08,home_equity,MT
L88094-196159,Low,0.08391769982593472,0.9753606710285337,73070.17,credit_line,WV
L8865-945976,Low,0.08391360113792214,0.9753538627033136,45626.94,home_equity,NH
L52117-129401,Low,0.08390924287870441,0.9753470543780935,81532.38,credit_line,AR
L65680-451929,Low,0.08390055210559427,0.9753402460528735,98359.37,credit_line,AK
L28095-608517,Low,0.0838857958540815,0.9753334377276534,58580.49,credit_line,ID
L1844-494233,Low,0.08388126020350282,0.9753266294024333,59846.07,auto,WI
L6791-441875,Low,0.08387629020197299,0.9753198210772133,73184.52,home_equity,VT
L52902-183405,Low,0.08387539082998421,0.9753130127519931,69602.29,credit_line,MS
L7201-563298,Low,0.08387250896301392,0.9753062044267731,70565.84,small_business,OK
L58472-147958,Low,0.08387038457691075,0.975299396101553,72334.21,credit_line,VA
L46680-904516,Low,0.08386964848242016,0.9752925877763329,75964.0,home_equity, NH
L84254-821088,Low,0.08385986126665364,0.9752857794511128,82810.53,home_equity,NY
L65975-47744,Low,0.08385694623867333,0.9752789711258928,52468.17,home_equity,SD
L78058-721416,Low,0.08385414128774815,0.9752721628006726,65364.01,credit_line, WY
L52777-45891,Low,0.0838419518225744,0.9752653544754526,71792.05,small_business,GU
L18545-778354,Low,0.08384112116761579,0.9752585461502326,85999.63,credit_line,PW
L74396-252983,Low,0.08383935484378244,0.9752517378250124,56209.03,credit_line,ND
L30087-890669,Low,0.08382842639179387,0.9752449294997924,89627.26,small_business,MT
L47395-88550,Low,0.08382677932699659,0.9752381211745723,65635.94,home_equity,PR
L68084-541255,Low,0.08382427436668474,0.9752313128493522,44236.32,home_equity,AZ
L22302-318220,Low,0.08382233884235284,0.9752245045241321,77390.71,home_equity,OH
L75405-100100,Low,0.08381998923945842,0.9752176961989121,78924.89,credit_line,PA
L25206-543442,Low,0.08381335890351554,0.9752108878736919,53365.1,home_equity,LA
L48400-763853,Low,0.08380691255926016,0.9752040795484719,56991.53,credit_line,OH
L10425-163598,Low,0.08380549473475447,0.9751972712232518,58142.1,small_business,HI
L24599-47301,Low,0.08380525155448394,0.9751904628980317,80597.49,credit_line,Ut
L64585-60702,Low,0.08380464236756151,0.9751836545728116,82670.01,auto,CT
L58605-996195,Low,0.0837999317473563,0.9751768462475916,74714.86,credit_line,PA
L57093-114595,Low,0.08379820461649848,0.9751700379223714,66689.22,home_equity,MT
L31471-632460,Low,0.08379776598297056,0.9751632295971514,70635.01,credit_line,IL
L11514-514841,Low,0.08379407609572011,0.9751564212719314,69842.6,home_equity,WA
L47910-142454,Low,0.08378834098315113,0.9751496129467112,76559.44,unknown,NE
L46907-585656,Low,0.08378534345540707,0.9751428046214912,88465.14,home_equity,NM
L87532-403554,Low,0.0837839392583278,0.9751359962962711,65247.83,credit_line,KY
L15449-257265,Low,0.0837816342366281,0.975129187971051,96426.06,home_equity,WA
L75465-462757,Low,0.08377526213567728,0.9751223796458309,112687.45,home_equity,IL
L93923-31890,Low,0.08377098373903163,0.9751155713206109,63661.64,home_equity,OR
L74259-450028,Low,0.08377070827093838,0.9751087629953907,94245.93,home_equity, IA
L76164-754797,Low,0.0837664046891172,0.9751019546701707,68239.75,credit_line,IA
L4748-61809,Low,0.08376541318889348,0.9750917421823405,104673.45,auto,IN
L4748-61809,Low,0.08376541318889348,0.9750917421823405,104673.45,auto,IN
L69843-190339,Low,0.08375637313749464,0.9750815296945105,77686.9,credit_line,NV
L66426-668336,Low,0.08375608810705942,0.9750747213692904,86291.4,home_equity,ND
L20437-360490,Low,0.08375405414919117,0.9750679130440703,65625.0,home_equity,AK
L8869-155752,Low,0.08375255214772766,0.9750611047188502,53158.81,home_equity,TN
L88466-870435,Low,0.0837307122863857,0.9750542963936302,80951.21,credit_line, TN
L96186-628984,Low,0.08372644784529262,0.9750440839058,70502.33,home_equity,NY
L96186-628984,Low,0.08372644784529262,0.9750440839058,70502.33,home_equity,NY
L6899-169582,Low,0.08372298011883908,0.9750338714179699,82797.27,home_equity,VI 
L7712-411235,Low,0.08372235011400651,0.9750270630927498,78151.55,credit_line,WY 
L75038-744383,Low,0.08371640031478778,0.9750202547675297,66944.96,home_equity,GA
L88062-387153,Low,0.08371158431929147,0.9750134464423097,68610.48,credit_line,NH
L92072-168900,Low,0.08370685393286312,0.9750066381170895,69479.2,credit_line,GU
L76726-75568,Low,0.08370145089851512,0.9749998297918695,67509.51,credit_line,PR
L77595-970951,Low,0.0837001384042194,0.9749896173040393,80190.72,credit_line,NY
L77595-970951,Low,0.0837001384042194,0.9749896173040393,80190.72,credit_line,NY
L31171-114516,Low,0.0836977772088401,0.9749794048162093,78399.82,small_business,IN
L38544-950483,Low,0.0836976866687419,0.9749725964909892,63378.38,home_equity,AL
L76414-801319,Low,0.08369254576104782,0.9749657881657691,65187.33,credit_line,MS
L36276-156116,Low,0.0836861774006644,0.974958979840549,65515.29,home_equity,CO
L36060-826193,Low,0.08368483135793102,0.974952171515329,72895.96,home_equity,VI
L30173-653535,Low,0.0836844772165331,0.9749453631901088,87922.42,small_business,wv
L7972-26900,Low,0.08368304918749862,0.9749385548648888,71771.33,credit_line,NV
L63736-875282,Low,0.08368013166924283,0.9749317465396687,78152.93,home_equity,UT
L74014-857362,Low,0.08367316401128595,0.9749249382144486,70712.72,credit_line,WI
L10165-34591,Low,0.08366516995774625,0.9749181298892285,98183.31,home_equity,WI 
L52682-332127,Low,0.08366139391593773,0.9749113215640085,56850.69,credit_line, OK
L58303-629656,Low,0.08366036797432408,0.9749045132387884,68726.41,home_equity,MT
L72755-120395,Low,0.08366017183373035,0.9748977049135683,51608.35,home_equity,DC
L68686-753255,Low,0.08365756728404965,0.9748908965883483,79928.57,credit_line,OR
L70930-282491,Low,0.0836567434947143,0.9748840882631281,80938.27,home_equity,AS
L13513-44882,Low,0.08365306403407433,0.9748772799379081,56944.45,home_equity,MS
L15749-87148,Low,0.08364051468026532,0.974870471612688,88450.22,home_equity,AR
L41171-798826,Low,0.08363876693765926,0.9748636632874679,0.0,credit_line,OR
L90957-686637,Low,0.08363813243100955,0.9748568549622478,54224.05,home_equity,PR
L90880-599321,Low,0.08363409632362612,0.9748500466370278,73350.06,credit_line,MH
L82577-796113,Low,0.08362410986988078,0.9748432383118076,69142.69,credit_line,NC
L93613-402713,Low,0.08362198256408437,0.9748364299865876,74629.14,auto,MP
L90692-646596,Low,0.08362105299971016,0.9748296216613676,91673.94,small_business,MI
L22822-38015,Low,0.08361890684254979,0.9748228133361474,58375.44,auto,GA
L40153-834943,Low,0.08361421450360958,0.9748160050109274,78990.6,credit_line,GU
L74717-234883,Low,0.08360521044253234,0.9748091966857073,66139.46,credit_line,NJ
L74794-800959,Low,0.08360378009984966,0.9748023883604872,84796.43,home_equity,AR
L66049-618964,Low,0.0836025351965744,0.9747955800352671,86550.91,home_equity,DE
L92447-660045,Low,0.0835890995664675,0.9747887717100471,62151.68,credit_line, FL
L10254-179710,Low,0.08358539551734082,0.9747819633848269,68146.03,credit_line,MH
L9422-817471,Low,0.08357962353180878,0.9747751550596069,72099.92,home_equity,NV
L42886-499269,Low,0.08357909306493311,0.9747683467343868,65496.65,credit_line,PW
L20885-224361,Low,0.08357720269920474,0.9747615384091667,75077.05,credit_line,
L65877-795730,Low,0.08357497844826332,0.9747547300839466,71504.39,credit_line,KY
L71710-362778,Low,0.08357242244916172,0.9747479217587266,73390.39,credit_line,ME
L16268-346749,Low,0.08357084889518783,0.9747411134335064,57986.38,credit_line,KS
L46642-392137,Low,0.0835668721964587,0.9747343051082864,80806.21,home_equity,OH
L95142-726017,Low,0.08356613283425966,0.9747274967830664,59543.4,small_business,PR
L54685-479542,Low,0.08355895400419774,0.9747206884578462,76510.74,credit_line,KS
L83680-508474,Low,0.0835579139063805,0.9747138801326262,97129.8,home_equity,MS
L49980-790438,Low,0.08355477804552237,0.9747070718074061,75408.54,home_equity,LA 
L8611-822036,Low,0.08355314947447347,0.974700263482186,77549.87,auto,VI
L52795-289830,Low,0.08355238130073356,0.9746934551569659,82343.02,credit_line,MD
L79824-557965,Low,0.0835468312358866,0.9746866468317459,73657.59,home_equity,TX
L72950-436964,Low,0.08354415649678452,0.9746798385065257,74815.68,credit_line,AK
L82968-712700,Low,0.08354413549713943,0.9746730301813057,73214.83,home_equity,TN
L29508-904305,Low,0.08354379257629371,0.9746662218560856,78709.06,small_business,PW
L18340-584693,Low,0.08354251637692169,0.9746594135308655,77321.5,credit_line,WA
L11772-669401,Low,0.08353599951161282,0.9746526052056455,87187.2,credit_line,UT
L46249-430127,Low,0.08353506690072207,0.9746457968804254,79343.6,credit_line,WY
L89677-374469,Low,0.08353096467460462,0.9746389885552053,72900.94,credit_line, MS
L49669-844833,Low,0.08352752130613197,0.9746321802299852,78710.1,credit_line,WY
L18586-710998,Low,0.08352739686381376,0.9746253719047652,70790.81,home_equity,LA
L24224-866792,Low,0.08352565764921753,0.974618563579545,73349.49,home_equity,MO
L12406-416586,Low,0.08351074802827904,0.974611755254325,60139.89,credit_line,NM
L87632-84063,Low,0.08350891247690752,0.9746049469291049,0.0,home_equity,MN
L32452-49493,Low,0.08350600063549395,0.9745981386038848,56695.81,home_equity,WV
L17922-347545,Low,0.08350569427187826,0.9745913302786647,79742.49,home_equity,
L37515-113921,Low,0.08349607937641684,0.9745845219534447,66800.08,home_equity,HI
L45067-583506,Low,0.08349327619637294,0.9745777136282245,81163.11,home_equity,CT
L16720-167491,Low,0.08349091558444029,0.9745709053030045,74272.29,home_equity,Fl
L47825-262871,Low,0.0834896133083193,0.9745640969777845,70625.99,auto,NY
L13673-64956,Low,0.08348732058347444,0.9745572886525643,80467.61,credit_line,TX
L13575-489526,Low,0.08348221097732159,0.9745504803273443,79853.79,credit_line,AS
L40719-520007,Low,0.0834809689137127,0.9745436720021242,63238.98,unknown,AZ
L67091-149744,Low,0.08347148737501325,0.9745368636769041,73251.14,credit_line,DC
L70847-749184,Low,0.08346670031374026,0.974530055351684,82661.87,credit_line,ND
L21112-271918,Low,0.08346509748804624,0.974523247026464,58882.97,auto,WI
L76864-578794,Low,0.08346475512734264,0.9745164387012438,61926.53,credit_line,SC
L64986-721305,Low,0.0834621717079403,0.9745096303760238,71786.1,credit_line,HI
L38601-101958,Low,0.08346004171252652,0.9745028220508037,82924.31,credit_line,MD
L28961-133405,Low,0.08344169226784938,0.9744960137255837,79492.09,home_equity,WI
L28179-139968,Low,0.08344145039870618,0.9744892054003635,54796.25,credit_line,CA
L26618-457819,Low,0.08343959117080421,0.9744823970751435,64957.02,home_equity,MA
L55588-974276,Low,0.0834348501946081,0.9744755887499235,57503.33,home_equity,TX
L80240-88128,Low,0.08343300554783972,0.9744687804247033,59134.98,home_equity,MT
L21135-860243,Low,0.08342553266683246,0.9744619720994833,72772.59,credit_line,ID
L75264-209638,Low,0.08341622890079067,0.9744551637742632,68882.62,home_equity,VI
L34769-890815,Low,0.08341457487206734,0.9744483554490431,79144.35,auto,CT
L95827-189165,Low,0.08340370868442967,0.974441547123823,49817.68,credit_line,WY
L66344-428579,Low,0.08339978408772743,0.974434738798603,66115.26,credit_line,ND
L66321-650250,Low,0.08339947487651099,0.9744279304733828,70348.19,credit_line,ND
L47584-890318,Low,0.08339935359398426,0.9744211221481628,60107.64,credit_line,CO
L59868-308602,Low,0.08339599914610515,0.9744143138229427,72339.87,credit_line,MD
L69213-930741,Low,0.08339404091270311,0.9744075054977226,71144.42,home_equity,CT
L14275-966272,Low,0.08338949404122817,0.9744006971725026,73228.83,credit_line,WI
